Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP101229,Male,Yes,0,Graduate,No,2402,3019,189,360,1.0,Rural,Y
LP101230,Female,No,3+,Graduate,Yes,10206,912,393,360,1.0,Urban,Y
LP101231,Male,No,2,Graduate,No,2208,0,83,360,0.0,Semiurban,N
LP101232,Male,No,1,Graduate,No,7635,1671,159,60,1.0,Urban,Y
LP101233,Male,Yes,2,Not Graduate,No,2421,881,121,360,1.0,Urban,Y
LP101234,Male,No,0,Graduate,No,4582,0,184,360,1.0,Urban,N
LP101235,Male,Yes,0,Graduate,No,4741,0,123,180,0.0,Semiurban,N
LP101236,Female,Yes,1,Graduate,No,4668,0,230,360,1.0,Rural,Y
LP101237,Male,Yes,1,Graduate,No,6068,0,122,120,1.0,Semiurban,Y
LP101238,Female,Yes,0,Graduate,No,5193,2954,382,360,1.0,Semiurban,Y
LP101239,Male,Yes,0,Not Graduate,No,5042,0,195,360,1.0,Urban,Y
LP101240,Female,Yes,3+,Not Graduate,No,4231,0,162,360,1.0,Urban,N
LP101241,Male,Yes,2,Not Graduate,No,1635,0,75,36,0.0,Rural,N
LP101242,Male,No,0,Not Graduate,No,3801,1719,243,360,1.0,Urban,N
LP101243,Female,Yes,1,Graduate,No,3071,1770,131,360,1.0,Rural,Y
LP101244,Male,Yes,0,Graduate,No,2275,6963,367,360,1.0,Urban,N
LP101245,Male,Yes,0,Graduate,No,3570,2337,99,360,1.0,Semiurban,Y
LP101246,Male,No,0,Not Graduate,No,3624,0,113,360,1.0,Rural,Y
LP101247,Male,Yes,0,Graduate,No,4803,1005,278,360,1.0,Urban,Y
LP101248,Female,Yes,0,Graduate,No,7484,2556,247,180,1.0,Semiurban,Y
LP101249,Male,Yes,2,Graduate,Yes,9453,2966,208,180,1.0,Rural,Y
LP101250,Female,No,0,Not Graduate,No,3943,0,140,36,1.0,Urban,Y
LP101251,Male,No,1,Graduate,No,5565,0,153,360,0.0,Semiurban,N
LP101252,Male,Yes,0,Graduate,No,4412,1852,177,240,1.0,Urban,Y
LP101253,Male,Yes,0,Not Graduate,No,4997,1805,241,360,1.0,Urban,Y
LP101254,Male,Yes,2,Graduate,No,5473,0,201,360,1.0,Urban,N
LP101255,Male,Yes,1,Not Graduate,No,3180,2131,161,360,1.0,Rural,Y
LP101256,Male,Yes,3+,Graduate,No,13675,0,448,36,1.0,Urban,Y
LP101257,Male,Yes,3+,Graduate,No,3101,0,154,36,1.0,Urban,N
LP101258,Male,Yes,0,Not Graduate,No,7292,3139,506,240,1.0,Semiurban,Y
LP101259,Male,Yes,0,Graduate,No,1988,0,79,360,1.0,Urban,Y
LP101260,Male,Yes,2,Graduate,No,6550,406,144,120,1.0,Semiurban,Y
LP101261,Female,No,3+,Graduate,No,9227,0,255,360,0.0,Urban,N
LP101262,Male,No,1,Graduate,No,1467,0,67,360,1.0,Semiurban,Y
LP101263,Male,Yes,2,Graduate,No,4520,1335,175,360,1.0,Semiurban,N
LP101264,Male,No,2,Graduate,No,6206,0,301,360,1.0,Urban,Y
LP101265,Male,Yes,0,Graduate,No,4809,713,177,360,1.0,Urban,Y
LP101266,Male,Yes,0,Not Graduate,No,4034,0,182,120,1.0,Semiurban,Y
LP101267,Male,Yes,2,Graduate,No,4513,0,73,360,0.0,Rural,N
LP101268,Male,No,1,Graduate,No,2294,0,69,360,1.0,Urban,Y
LP101269,Male,No,0,Graduate,No,15401,0,608,360,1.0,Urban,Y
LP101270,Male,No,0,Graduate,No,3174,0,144,180,1.0,Urban,N
LP101271,Female,No,0,Not Graduate,No,4161,0,151,360,1.0,Semiurban,Y
LP101272,Male,Yes,0,Graduate,No,2934,803,79,180,1.0,Rural,Y
LP101273,Male,No,2,Not Graduate,Yes,1031,0,47,360,1.0,Urban,N
LP101274,Male,No,0,Graduate,No,2518,0,88,360,1.0,Urban,Y
LP101275,Male,No,0,Graduate,No,1889,0,35,360,1.0,Urban,Y
LP101276,Male,Yes,0,Graduate,No,7632,3329,342,360,1.0,Urban,Y
LP101277,Female,Yes,1,Graduate,No,2999,813,150,360,1.0,Semiurban,Y
LP101278,Male,Yes,0,Graduate,No,3156,1093,131,300,1.0,Rural,N
LP101279,Male,Yes,0,Graduate,No,2332,3009,243,360,1.0,Urban,Y
LP101280,Male,Yes,0,Graduate,No,4409,720,153,360,1.0,Rural,Y
LP101281,Male,Yes,0,Not Graduate,No,2210,3252,193,360,1.0,Semiurban,Y
LP101282,Male,Yes,0,Graduate,No,7227,2617,220,360,1.0,Rural,Y
LP101283,Male,Yes,0,Graduate,No,4944,0,163,84,1.0,Semiurban,Y
LP101284,Male,Yes,3+,Graduate,No,3057,0,70,360,1.0,Urban,Y
LP101285,Male,Yes,0,Graduate,No,6683,0,153,360,1.0,Rural,Y
LP101286,Male,No,0,Not Graduate,No,3291,0,82,360,1.0,Urban,Y
LP101287,Male,Yes,1,Graduate,No,4237,1558,96,360,0.0,Semiurban,N
LP101288,Male,Yes,0,Graduate,No,1873,2042,81,360,1.0,Rural,Y
LP101289,Male,No,1,Graduate,No,4027,1165,155,12,1.0,Urban,Y
LP101290,Male,Yes,0,Graduate,No,4997,2278,142,180,1.0,Semiurban,Y
LP101291,Male,Yes,0,Graduate,No,8719,1006,191,360,1.0,Rural,Y
LP101292,Male,Yes,2,Graduate,No,2769,2348,250,360,1.0,Rural,Y
LP101293,Male,Yes,3+,Not Graduate,No,11471,5682,514,360,1.0,Semiurban,Y
LP101294,Female,No,0,Graduate,No,5688,0,166,360,0.0,Urban,N
LP101295,Male,Yes,0,Graduate,No,1815,1971,165,360,1.0,Semiurban,Y
LP101296,Male,Yes,0,Graduate,No,2630,757,112,360,1.0,Semiurban,Y
LP101297,Male,Yes,3+,Graduate,No,9148,0,328,360,1.0,Semiurban,Y
LP101298,Male,Yes,2,Not Graduate,No,6493,3045,283,60,1.0,Rural,Y
LP101299,Male,No,0,Not Graduate,No,3310,0,95,360,1.0,Urban,N
LP101300,Male,Yes,0,Graduate,Yes,5002,3120,321,360,1.0,Urban,Y
LP101301,Female,Yes,0,Graduate,No,2207,2474,226,360,1.0,Semiurban,Y
LP101302,Male,Yes,0,Graduate,Yes,9527,0,436,360,1.0,Rural,Y
LP101303,Male,Yes,0,Graduate,No,2432,1077,67,180,1.0,Semiurban,Y
LP101304,Male,Yes,0,Graduate,Yes,7330,0,277,360,1.0,Rural,N
LP101305,Female,No,1,Not Graduate,No,6893,0,105,36,0.0,Rural,N
LP101306,Male,No,3+,Graduate,Yes,4729,0,176,360,1.0,Rural,Y
LP101307,Female,No,3+,Graduate,No,7129,0,223,360,0.0,Rural,N
LP101308,Male,No,0,Not Graduate,No,9053,0,291,360,1.0,Rural,Y
LP101309,Female,No,1,Graduate,No,4852,881,204,360,1.0,Rural,Y
LP101310,Male,Yes,2,Not Graduate,No,2976,0,122,120,1.0,Semiurban,N
LP101311,Female,No,0,Graduate,No,4036,0,164,360,1.0,Urban,Y
LP101312,Male,No,1,Not Graduate,No,2178,0,165,84,1.0,Urban,Y
LP101313,Female,No,0,Graduate,No,2748,0,112,360,1.0,Urban,N
LP101314,Male,Yes,0,Graduate,No,5341,0,235,120,1.0,Urban,Y
LP101315,Male,Yes,0,Graduate,No,3826,1317,89,360,1.0,Urban,Y
LP101316,Male,No,0,Graduate,No,5014,0,132,300,1.0,Rural,Y
LP101317,Male,No,1,Graduate,No,1845,4142,256,360,1.0,Semiurban,N
LP101318,Male,No,0,Not Graduate,No,3114,0,100,180,1.0,Urban,Y
LP101319,Male,Yes,0,Not Graduate,No,5774,0,227,360,1.0,Rural,Y
LP101320,Male,Yes,0,Graduate,No,2263,3862,200,360,1.0,Semiurban,Y
LP101321,Male,Yes,2,Graduate,Yes,4648,3171,385,360,1.0,Urban,Y
LP101322,Female,No,0,Graduate,No,1510,0,72,240,1.0,Rural,N
LP101323,Male,Yes,0,Graduate,No,2042,0,51,180,0.0,Urban,N
LP101324,Female,Yes,0,Graduate,No,6529,1435,227,360,0.0,Semiurban,N
LP101325,Male,No,0,Not Graduate,Yes,3041,3990,212,360,1.0,Urban,Y
LP101326,Male,Yes,0,Graduate,No,11406,1411,239,360,0.0,Semiurban,N
LP101327,Female,No,1,Graduate,No,5311,0,155,120,0.0,Rural,N
LP101328,Male,Yes,0,Graduate,No,5606,3700,392,360,1.0,Urban,Y
LP101329,Male,No,0,Not Graduate,No,1813,0,81,300,1.0,Rural,Y
LP101330,Male,Yes,1,Graduate,No,3388,0,156,360,0.0,Urban,N
LP101331,Male,No,0,Graduate,Yes,3078,1191,66,360,1.0,Semiurban,Y
LP101332,Male,No,0,Graduate,No,2330,0,99,120,1.0,Rural,Y
LP101333,Female,Yes,0,Graduate,No,6032,3917,324,360,1.0,Rural,Y
LP101334,Female,Yes,0,Graduate,No,6736,928,170,360,1.0,Urban,Y
LP101335,Male,Yes,1,Graduate,No,5214,4411,312,360,1.0,Urban,N
LP101336,Male,No,1,Graduate,No,2655,0,118,360,1.0,Semiurban,Y
LP101337,Male,No,1,Graduate,No,5022,2882,239,360,1.0,Urban,Y
LP101338,Male,Yes,1,Not Graduate,No,1144,661,90,360,1.0,Semiurban,Y
LP101339,Male,Yes,0,Graduate,No,8668,2053,392,360,1.0,Rural,N
LP101340,Male,Yes,0,Graduate,No,2050,879,94,360,1.0,Semiurban,N
LP101341,Male,No,0,Graduate,No,2261,0,57,240,1.0,Urban,N
LP101342,Female,No,0,Graduate,No,4461,0,69,360,1.0,Semiurban,Y
LP101343,Male,Yes,3+,Graduate,No,4685,1215,215,240,0.0,Rural,N
LP101344,Male,Yes,2,Graduate,No,4023,2755,239,360,1.0,Semiurban,Y
LP101345,Male,Yes,0,Graduate,No,2274,0,75,180,1.0,Semiurban,Y
LP101346,Male,Yes,0,Not Graduate,No,6112,3041,310,240,1.0,Urban,Y
LP101347,Male,Yes,0,Not Graduate,No,1296,1304,116,360,1.0,Urban,N
LP101348,Female,Yes,0,Graduate,No,1852,1245,81,12,1.0,Urban,Y
LP101349,Male,Yes,0,Graduate,No,3948,0,135,360,1.0,Semiurban,Y
LP101350,Female,Yes,0,Not Graduate,No,1635,963,101,360,1.0,Urban,Y
LP101351,Male,Yes,2,Graduate,No,8203,2535,240,360,1.0,Semiurban,Y
LP101352,Male,Yes,1,Graduate,No,2190,3383,264,360,1.0,Semiurban,Y
LP101353,Male,Yes,0,Not Graduate,No,7716,2784,428,240,1.0,Semiurban,Y
LP101354,Male,No,0,Not Graduate,No,5790,0,98,360,1.0,Urban,Y
LP101355,Female,No,0,Graduate,No,8259,630,402,360,1.0,Semiurban,Y
LP101356,Female,Yes,2,Graduate,No,11821,1515,634,360,1.0,Semiurban,Y
LP101357,Male,Yes,2,Graduate,No,4378,1744,262,180,1.0,Urban,Y
LP101358,Male,No,2,Not Graduate,No,1877,0,56,360,1.0,Urban,Y
LP101359,Male,No,0,Not Graduate,No,3096,0,154,360,1.0,Semiurban,N
LP101360,Female,Yes,1,Graduate,No,3066,502,69,360,1.0,Semiurban,Y
LP101361,Male,Yes,0,Graduate,Yes,3118,1094,142,360,1.0,Urban,Y
LP101362,Male,Yes,0,Graduate,No,4549,1344,124,300,0.0,Urban,N
LP101363,Male,Yes,0,Graduate,No,3527,0,107,360,1.0,Urban,Y
LP101364,Male,Yes,0,Not Graduate,No,2167,3573,272,360,1.0,Rural,Y
LP101365,Male,Yes,1,Graduate,No,3658,779,190,360,1.0,Semiurban,Y
LP101366,Male,No,0,Graduate,No,5663,0,240,360,1.0,Semiurban,Y
LP101367,Female,Yes,0,Graduate,No,7085,0,165,360,1.0,Rural,Y
LP101368,Male,Yes,0,Graduate,No,1734,4935,318,360,1.0,Semiurban,Y
LP101369,Male,Yes,0,Graduate,No,3544,1693,146,360,1.0,Semiurban,Y
LP101370,Female,Yes,0,Graduate,No,3874,1499,88,360,1.0,Urban,Y
LP101371,Male,Yes,0,Not Graduate,No,1710,2743,166,360,1.0,Semiurban,N
LP101372,Female,Yes,0,Graduate,No,3920,1092,139,360,1.0,Urban,Y
LP101373,Male,No,0,Not Graduate,Yes,3910,0,80,180,1.0,Semiurban,Y
LP101374,Male,Yes,3+,Graduate,No,5570,1497,337,60,1.0,Urban,N
LP101375,Female,No,0,Graduate,No,4369,0,163,360,1.0,Urban,Y
LP101376,Male,No,0,Graduate,No,2579,0,124,360,1.0,Urban,Y
LP101377,Male,Yes,0,Not Graduate,Yes,10901,1039,423,360,0.0,Semiurban,N
LP101378,Male,Yes,2,Graduate,No,6606,1782,145,360,1.0,Rural,Y
LP101379,Male,Yes,1,Graduate,No,5675,2450,130,60,1.0,Urban,Y
LP101380,Male,No,0,Not Graduate,No,5695,0,265,180,1.0,Rural,N
LP101381,Male,No,0,Graduate,No,4790,3846,141,360,1.0,Semiurban,Y
LP101382,Female,No,1,Not Graduate,No,6648,3260,362,240,1.0,Semiurban,Y
LP101383,Male,Yes,1,Not Graduate,No,3381,657,103,180,1.0,Urban,Y
LP101384,Male,No,1,Graduate,No,4191,0,164,360,1.0,Rural,N
LP101385,Male,Yes,2,Graduate,No,5938,3311,231,360,1.0,Urban,Y
LP101386,Male,Yes,2,Graduate,No,9964,0,162,360,0.0,Semiurban,N
LP101387,Male,Yes,0,Graduate,No,9618,2904,508,360,1.0,Semiurban,Y
LP101388,Female,Yes,0,Not Graduate,No,4540,849,139,360,1.0,Semiurban,Y
LP101389,Male,No,1,Not Graduate,No,4354,0,149,360,0.0,Urban,N
LP101390,Male,Yes,2,Graduate,No,6140,0,258,180,1.0,Semiurban,Y
LP101391,Male,Yes,0,Graduate,No,7200,0,285,120,1.0,Rural,Y
LP101392,Male,Yes,3+,Graduate,No,8553,2324,296,360,1.0,Rural,Y
LP101393,Male,No,0,Graduate,No,3676,0,151,360,1.0,Rural,Y
LP101394,Male,No,0,Graduate,No,8645,0,410,360,0.0,Urban,N
LP101395,Female,Yes,2,Graduate,No,5056,2564,277,120,1.0,Semiurban,Y
LP101396,Male,Yes,0,Graduate,Yes,6589,1908,337,360,1.0,Urban,Y
LP101397,Male,Yes,0,Graduate,No,8954,0,406,120,1.0,Rural,Y
LP101398,Male,No,0,Graduate,No,6315,0,281,300,1.0,Urban,Y
LP101399,Male,Yes,0,Graduate,No,6930,2038,245,360,1.0,Semiurban,Y
LP101400,Male,Yes,0,Not Graduate,Yes,2910,0,145,360,1.0,Rural,Y
LP101401,Male,Yes,0,Graduate,Yes,10500,2465,207,360,1.0,Semiurban,Y
LP101402,Male,Yes,0,Not Graduate,No,5285,2185,370,360,1.0,Semiurban,Y
LP101403,Male,No,3+,Graduate,No,4488,2153,157,360,1.0,Urban,Y
LP101404,Male,Yes,3+,Not Graduate,No,6004,1062,215,120,1.0,Semiurban,Y
LP101405,Male,Yes,0,Not Graduate,No,14962,0,687,360,1.0,Rural,Y
LP101406,Female,Yes,1,Graduate,No,2201,0,52,360,0.0,Semiurban,N
LP101407,Female,Yes,0,Graduate,No,2691,983,84,360,1.0,Urban,N
LP101408,Male,No,0,Not Graduate,No,14351,0,538,240,1.0,Urban,Y
LP101409,Female,Yes,0,Graduate,No,5295,1761,280,360,1.0,Urban,Y
LP101410,Male,No,3+,Not Graduate,No,3640,0,56,180,1.0,Semiurban,Y
LP101411,Male,No,3+,Not Graduate,No,3075,0,95,360,1.0,Urban,Y
LP101412,Male,Yes,0,Graduate,Yes,8953,808,314,360,1.0,Semiurban,Y
LP101413,Male,Yes,0,Graduate,No,17605,4517,542,240,1.0,Semiurban,Y
LP101414,Male,Yes,0,Graduate,No,2904,3821,229,360,1.0,Rural,N
LP101415,Female,No,0,Not Graduate,No,3107,3114,127,360,1.0,Urban,Y
LP101416,Male,Yes,0,Graduate,Yes,3798,2781,173,180,1.0,Rural,Y
LP101417,Male,Yes,0,Graduate,No,6266,0,250,240,1.0,Semiurban,Y
LP101418,Male,Yes,2,Graduate,No,8202,0,374,360,1.0,Urban,Y
LP101419,Female,No,0,Graduate,No,10212,0,364,360,1.0,Rural,Y
LP101420,Male,Yes,3+,Graduate,No,6383,1228,134,360,1.0,Urban,Y
LP101421,Male,Yes,1,Graduate,No,16737,1822,700,120,1.0,Semiurban,Y
LP101422,Male,Yes,0,Graduate,Yes,3358,2618,277,240,1.0,Urban,Y
LP101423,Male,Yes,0,Graduate,No,2646,315,97,360,1.0,Semiurban,Y
LP101424,Female,No,2,Not Graduate,No,7352,1378,282,360,0.0,Semiurban,N
LP101425,Female,Yes,0,Graduate,No,4480,2206,332,360,1.0,Urban,Y
LP101426,Male,No,0,Not Graduate,No,1537,1907,128,360,1.0,Semiurban,Y
LP101427,Female,No,3+,Not Graduate,No,2754,0,119,36,1.0,Semiurban,Y
LP101428,Male,Yes,0,Graduate,No,4819,2845,288,120,0.0,Rural,N
LP101429,Female,No,0,Graduate,Yes,3228,0,73,180,1.0,Urban,Y
LP101430,Male,Yes,0,Graduate,No,2396,960,84,360,1.0,Urban,N
LP101431,Male,Yes,2,Graduate,No,3735,4065,299,36,1.0,Semiurban,Y
LP101432,Male,No,0,Graduate,No,2332,0,72,120,1.0,Urban,Y
LP101433,Male,Yes,2,Not Graduate,No,4647,1395,176,360,1.0,Semiurban,Y
LP101434,Male,Yes,0,Graduate,No,1438,0,23,180,1.0,Urban,Y
LP101435,Male,Yes,0,Not Graduate,No,3444,3320,311,360,1.0,Urban,Y
LP101436,Male,No,1,Graduate,No,5572,0,256,360,1.0,Rural,Y
LP101437,Male,Yes,2,Graduate,No,3984,2747,210,84,1.0,Rural,Y
LP101438,Male,Yes,0,Not Graduate,No,5978,2658,341,360,1.0,Semiurban,Y
LP101439,Male,Yes,0,Graduate,No,1970,1650,77,360,1.0,Rural,Y
LP101440,Female,No,0,Graduate,No,2847,0,93,360,1.0,Semiurban,Y
LP101441,Male,No,1,Graduate,No,3492,0,106,60,1.0,Semiurban,Y
LP101442,Male,Yes,2,Graduate,No,6197,0,235,360,1.0,Rural,Y
LP101443,Male,No,1,Graduate,No,4722,1911,209,360,1.0,Semiurban,Y
LP101444,Female,Yes,3+,Graduate,No,13611,1609,494,360,1.0,Semiurban,Y
LP101445,Male,Yes,0,Graduate,Yes,2957,946,99,360,1.0,Semiurban,Y
LP101446,Male,Yes,2,Graduate,No,1944,2162,69,360,0.0,Rural,N
LP101447,Female,No,2,Not Graduate,No,8766,2045,509,360,1.0,Urban,Y
LP101448,Female,No,0,Graduate,No,1906,0,29,84,1.0,Urban,Y
LP101449,Male,No,3+,Graduate,Yes,6706,0,167,360,0.0,Urban,N
LP101450,Male,Yes,0,Graduate,No,2444,745,98,360,1.0,Urban,Y
LP101451,Male,No,2,Graduate,Yes,1476,1716,84,360,1.0,Urban,Y
LP101452,Female,Yes,2,Graduate,No,3407,2402,199,360,1.0,Rural,Y
LP101453,Male,Yes,2,Graduate,No,6867,6063,403,360,1.0,Semiurban,N
LP101454,Male,Yes,0,Graduate,Yes,2352,1945,103,84,1.0,Urban,Y
LP101455,Female,Yes,0,Graduate,Yes,6323,754,128,360,1.0,Rural,Y
LP101456,Male,Yes,0,Graduate,No,6370,1765,161,120,1.0,Semiurban,Y
LP101457,Male,Yes,0,Not Graduate,No,1628,4234,188,180,1.0,Semiurban,Y
LP101458,Male,Yes,2,Graduate,Yes,4064,1327,240,360,1.0,Urban,Y
LP101459,Male,Yes,2,Graduate,No,9968,3909,257,300,1.0,Rural,Y
LP101460,Male,Yes,2,Graduate,No,5988,2220,318,300,1.0,Urban,Y
LP101461,Male,Yes,0,Graduate,No,3626,0,155,360,1.0,Urban,Y
LP101462,Male,Yes,2,Not Graduate,No,4118,6096,252,300,1.0,Urban,Y
LP101463,Male,No,3+,Graduate,No,3160,0,121,360,1.0,Semiurban,Y
LP101464,Female,No,2,Not Graduate,No,6046,0,236,360,1.0,Semiurban,Y
LP101465,Male,No,0,Graduate,No,7724,0,307,360,0.0,Urban,N
LP101466,Female,Yes,0,Graduate,No,4475,1131,259,360,1.0,Urban,Y
LP101467,Male,No,0,Not Graduate,No,3720,0,108,360,1.0,Semiurban,Y
LP101468,Female,Yes,1,Graduate,No,2417,5511,187,120,1.0,Semiurban,Y
LP101469,Female,Yes,1,Not Graduate,Yes,1714,4451,210,360,1.0,Urban,Y
LP101470,Male,Yes,3+,Graduate,No,3404,602,69,360,0.0,Rural,N
LP101471,Male,No,0,Graduate,No,3991,0,165,60,0.0,Rural,N
LP101472,Female,Yes,0,Graduate,No,7512,3518,165,360,1.0,Urban,Y
LP101473,Male,Yes,1,Graduate,No,6954,1972,300,360,1.0,Semiurban,N
LP101474,Male,Yes,2,Graduate,No,4635,1977,200,300,1.0,Urban,Y
LP101475,Male,No,3+,Graduate,No,8059,780,215,300,0.0,Semiurban,N
LP101476,Female,Yes,2,Graduate,No,2492,1278,90,360,1.0,Semiurban,Y
LP101477,Male,Yes,0,Graduate,No,7573,885,197,360,1.0,Urban,Y
LP101478,Female,Yes,1,Graduate,No,2711,0,119,300,1.0,Semiurban,Y
LP101479,Male,Yes,2,Not Graduate,No,6480,0,321,360,1.0,Rural,N
LP101480,Female,No,0,Graduate,No,4156,0,140,360,1.0,Urban,Y
LP101481,Male,Yes,0,Graduate,No,1395,1266,47,360,1.0,Urban,Y
LP101482,Male,No,0,Graduate,No,6256,0,258,180,1.0,Urban,Y
LP101483,Male,Yes,0,Not Graduate,No,5115,3686,402,360,1.0,Semiurban,Y
LP101484,Male,No,0,Graduate,No,3257,0,155,360,1.0,Rural,Y
LP101485,Male,Yes,0,Not Graduate,No,2672,4702,273,360,1.0,Semiurban,Y
LP101486,Male,Yes,0,Not Graduate,No,3002,1495,147,360,1.0,Semiurban,Y
LP101487,Male,Yes,0,Graduate,No,1452,2601,149,360,1.0,Rural,Y
LP101488,Male,Yes,0,Graduate,No,1140,2651,59,360,1.0,Semiurban,Y
LP101489,Male,Yes,0,Not Graduate,No,6704,1166,299,240,1.0,Semiurban,Y
LP101490,Male,No,1,Graduate,Yes,2927,0,117,300,1.0,Semiurban,N
LP101491,Male,Yes,0,Graduate,No,11616,0,468,180,0.0,Rural,N
LP101492,Male,No,0,Not Graduate,No,6963,2499,328,360,1.0,Urban,Y
LP101493,Male,No,0,Graduate,Yes,10906,0,431,360,1.0,Urban,Y
LP101494,Male,Yes,0,Not Graduate,Yes,2521,0,94,360,0.0,Urban,N
LP101495,Male,No,0,Not Graduate,No,1353,0,26,360,1.0,Rural,N
LP101496,Male,No,0,Graduate,No,2303,0,107,180,1.0,Semiurban,Y
LP101497,Male,Yes,2,Graduate,No,3275,0,121,360,1.0,Urban,Y
LP101498,Male,No,1,Graduate,No,1135,2082,130,84,0.0,Rural,Y
LP101499,Female,Yes,0,Graduate,No,3224,2010,141,180,1.0,Rural,Y
LP101500,Male,Yes,0,Not Graduate,No,2933,0,138,12,0.0,Rural,N
LP101501,Male,No,3+,Not Graduate,No,1608,0,52,360,1.0,Urban,Y
LP101502,Male,Yes,1,Graduate,No,2363,710,119,360,1.0,Rural,Y
LP101503,Male,Yes,0,Graduate,No,3709,1657,259,360,1.0,Urban,Y
LP101504,Male,Yes,1,Graduate,No,5093,3802,419,360,1.0,Urban,Y
LP101505,Male,No,2,Graduate,No,2565,0,96,360,1.0,Semiurban,Y
LP101506,Male,No,2,Graduate,No,4917,0,102,360,1.0,Semiurban,Y
LP101507,Male,Yes,0,Not Graduate,Yes,3886,0,188,360,1.0,Urban,N
LP101508,Male,No,0,Graduate,No,4296,0,212,360,1.0,Semiurban,Y
LP101509,Male,No,0,Not Graduate,No,2289,0,43,36,1.0,Rural,Y
LP101510,Female,Yes,3+,Graduate,No,2011,2539,140,360,1.0,Urban,Y
LP101511,Male,Yes,1,Graduate,No,10645,710,388,120,1.0,Urban,Y
LP101512,Female,No,0,Graduate,Yes,6514,3641,185,360,1.0,Urban,Y
LP101513,Male,No,2,Not Graduate,No,5698,0,123,240,1.0,Rural,Y
LP101514,Male,No,2,Graduate,No,3999,0,135,360,1.0,Urban,Y
LP101515,Male,Yes,3+,Graduate,No,3826,0,186,360,1.0,Semiurban,Y
LP101516,Male,Yes,2,Graduate,No,5484,0,88,360,1.0,Urban,Y
LP101517,Female,Yes,3+,Graduate,No,1526,1017,119,120,1.0,Rural,N
LP101518,Male,Yes,0,Graduate,No,2268,1032,153,360,1.0,Urban,Y
LP101519,Female,Yes,2,Graduate,No,2700,1208,176,360,0.0,Semiurban,N
LP101520,Male,No,2,Graduate,No,3261,0,92,360,1.0,Semiurban,Y
LP101521,Female,Yes,0,Graduate,No,2581,0,83,300,1.0,Rural,Y
LP101522,Male,Yes,0,Graduate,No,5028,0,146,360,1.0,Urban,Y
LP101523,Male,Yes,3+,Not Graduate,No,3427,0,165,360,1.0,Semiurban,Y
LP101524,Male,Yes,0,Graduate,No,9008,1446,348,360,0.0,Urban,N
LP101525,Male,Yes,2,Graduate,No,16323,1488,317,360,0.0,Rural,Y
LP101526,Male,Yes,0,Graduate,No,2091,1260,82,360,1.0,Semiurban,Y
LP101527,Male,Yes,0,Graduate,No,4540,1266,181,360,1.0,Semiurban,Y
LP101528,Female,No,0,Graduate,Yes,4990,0,241,360,1.0,Semiurban,Y
LP101529,Male,No,0,Not Graduate,No,3251,0,114,360,1.0,Urban,Y
LP101530,Male,Yes,1,Graduate,No,2306,618,115,360,1.0,Urban,Y
LP101531,Male,Yes,0,Graduate,No,2528,0,46,120,1.0,Semiurban,Y
LP101532,Male,No,0,Graduate,No,4779,1428,284,120,1.0,Rural,Y
LP101533,Male,Yes,0,Graduate,No,2489,1860,147,360,1.0,Urban,Y
LP101534,Male,Yes,0,Not Graduate,No,3577,1597,244,360,1.0,Rural,Y
LP101535,Male,Yes,0,Not Graduate,No,2862,1726,140,360,0.0,Urban,N
LP101536,Male,No,2,Graduate,No,4526,0,176,120,1.0,Rural,Y
LP101537,Male,Yes,0,Graduate,No,2479,888,106,60,1.0,Urban,Y
LP101538,Male,Yes,0,Not Graduate,No,3573,754,86,360,1.0,Urban,Y
LP101539,Male,No,0,Graduate,No,2579,0,63,180,1.0,Semiurban,Y
LP101540,Male,Yes,0,Graduate,No,4574,1484,105,360,1.0,Semiurban,Y
LP101541,Male,Yes,0,Not Graduate,No,6845,2479,284,360,1.0,Semiurban,Y
LP101542,Male,Yes,0,Graduate,No,4833,0,182,360,0.0,Semiurban,N
LP101543,Male,No,0,Graduate,No,4998,0,118,360,1.0,Semiurban,Y
LP101544,Female,Yes,3+,Not Graduate,No,5136,0,165,180,1.0,Urban,Y
LP101545,Male,No,2,Graduate,No,2128,1082,100,180,0.0,Urban,N
LP101546,Female,No,0,Graduate,No,10777,0,363,60,1.0,Urban,Y
LP101547,Male,Yes,0,Graduate,No,2343,0,50,360,1.0,Semiurban,Y
LP101548,Male,No,0,Graduate,No,6793,0,229,360,1.0,Semiurban,Y
LP101549,Male,Yes,1,Graduate,No,6314,1973,165,360,1.0,Semiurban,Y
LP101550,Female,Yes,3+,Graduate,Yes,2804,1031,96,360,1.0,Semiurban,Y
LP101551,Male,Yes,0,Graduate,No,7293,0,259,360,1.0,Urban,Y
LP101552,Female,Yes,0,Not Graduate,No,4309,0,87,120,0.0,Rural,N
LP101553,Female,Yes,1,Graduate,No,11840,1523,622,360,1.0,Urban,Y
LP101554,Male,Yes,2,Not Graduate,No,3645,3667,349,36,1.0,Semiurban,Y
LP101555,Male,Yes,2,Graduate,Yes,4339,1442,220,360,1.0,Urban,Y
LP101556,Male,No,1,Not Graduate,No,2469,0,63,180,0.0,Semiurban,N
LP101557,Male,Yes,3+,Graduate,Yes,1766,0,65,12,1.0,Semiurban,N
LP101558,Female,No,0,Graduate,No,3515,4835,301,360,1.0,Semiurban,Y
